file,tensor,row_start,rows,cols,cells,positive_zero_cells,nonzero_bit_patterns,special_cells,dense_bytes,dictionary_header_lower_bound_bytes,rejected_by_dictionary_bound
model.safetensors,wte.weight,3072,128,512,65536,0,65510,0,262144,262104,True
model.safetensors,wte.weight,3200,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,3328,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,3456,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,wte.weight,3584,128,512,65536,0,65500,0,262144,262064,True
model.safetensors,wte.weight,3712,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,3840,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,3968,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,4096,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,4224,128,512,65536,0,65506,0,262144,262088,True
model.safetensors,wte.weight,4352,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,4480,128,512,65536,0,65498,0,262144,262056,True
model.safetensors,wte.weight,4608,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,4736,128,512,65536,0,65502,0,262144,262072,True
model.safetensors,wte.weight,4864,128,512,65536,0,65502,0,262144,262072,True
model.safetensors,wte.weight,4992,128,512,65536,0,65499,0,262144,262060,True
model.safetensors,wte.weight,5120,128,512,65536,0,65496,0,262144,262048,True
model.safetensors,wte.weight,5248,128,512,65536,0,65500,0,262144,262064,True
model.safetensors,wte.weight,5376,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,5504,128,512,65536,0,65514,0,262144,262120,True
model.safetensors,wte.weight,5632,128,512,65536,0,65513,0,262144,262116,True
model.safetensors,wte.weight,5760,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,5888,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,wte.weight,6016,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,6144,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,6272,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,6400,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,6528,128,512,65536,0,65513,0,262144,262116,True
model.safetensors,wte.weight,6656,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,6784,128,512,65536,0,65514,0,262144,262120,True
model.safetensors,wte.weight,6912,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,7040,128,512,65536,0,65498,0,262144,262056,True
model.safetensors,wte.weight,7168,128,512,65536,0,65506,0,262144,262088,True
model.safetensors,wte.weight,7296,128,512,65536,0,65516,0,262144,262128,True
model.safetensors,wte.weight,7424,128,512,65536,0,65515,0,262144,262124,True
model.safetensors,wte.weight,7552,128,512,65536,0,65516,0,262144,262128,True
model.safetensors,wte.weight,7680,128,512,65536,0,65501,0,262144,262068,True
model.safetensors,wte.weight,7808,128,512,65536,0,65501,0,262144,262068,True
model.safetensors,wte.weight,7936,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,8064,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,8192,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,8320,128,512,65536,0,65497,0,262144,262052,True
model.safetensors,wte.weight,8448,128,512,65536,0,65495,0,262144,262044,True
model.safetensors,wte.weight,8576,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,8704,128,512,65536,0,65510,0,262144,262104,True
model.safetensors,wte.weight,8832,128,512,65536,0,65492,0,262144,262032,True
model.safetensors,wte.weight,8960,128,512,65536,0,65498,0,262144,262056,True
model.safetensors,wte.weight,9088,128,512,65536,0,65497,0,262144,262052,True
model.safetensors,wte.weight,9216,128,512,65536,0,65502,0,262144,262072,True
model.safetensors,wte.weight,9344,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,wte.weight,9472,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,9600,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,9728,128,512,65536,0,65514,0,262144,262120,True
model.safetensors,wte.weight,9856,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,9984,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,10112,128,512,65536,0,65514,0,262144,262120,True
model.safetensors,wte.weight,10240,128,512,65536,0,65501,0,262144,262068,True
model.safetensors,wte.weight,10368,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,10496,128,512,65536,0,65499,0,262144,262060,True
model.safetensors,wte.weight,10624,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,10752,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,10880,128,512,65536,0,65497,0,262144,262052,True
model.safetensors,wte.weight,11008,128,512,65536,0,65497,0,262144,262052,True
model.safetensors,wte.weight,11136,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,11264,128,512,65536,0,65510,0,262144,262104,True
model.safetensors,wte.weight,11392,128,512,65536,0,65500,0,262144,262064,True
model.safetensors,wte.weight,11520,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,11648,128,512,65536,0,65517,0,262144,262132,True
model.safetensors,wte.weight,11776,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,11904,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,12032,128,512,65536,0,65495,0,262144,262044,True
model.safetensors,wte.weight,12160,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,12288,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,12416,128,512,65536,0,65499,0,262144,262060,True
model.safetensors,wte.weight,12544,128,512,65536,0,65502,0,262144,262072,True
model.safetensors,wte.weight,12672,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,12800,128,512,65536,0,65516,0,262144,262128,True
model.safetensors,wte.weight,12928,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,13056,128,512,65536,0,65506,0,262144,262088,True
model.safetensors,wte.weight,13184,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,13312,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,13440,128,512,65536,0,65498,0,262144,262056,True
model.safetensors,wte.weight,13568,128,512,65536,0,65501,0,262144,262068,True
model.safetensors,wte.weight,13696,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,13824,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,13952,128,512,65536,0,65501,0,262144,262068,True
model.safetensors,wte.weight,14080,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,14208,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,14336,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,14464,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,14592,128,512,65536,0,65510,0,262144,262104,True
model.safetensors,wte.weight,14720,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,14848,128,512,65536,0,65513,0,262144,262116,True
model.safetensors,wte.weight,14976,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,wte.weight,15104,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,15232,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,15360,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,15488,128,512,65536,0,65515,0,262144,262124,True
model.safetensors,wte.weight,15616,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,15744,128,512,65536,0,65501,0,262144,262068,True
model.safetensors,wte.weight,15872,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,16000,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,16128,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,16256,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,16384,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,16512,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,16640,128,512,65536,0,65499,0,262144,262060,True
model.safetensors,wte.weight,16768,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,16896,128,512,65536,0,65506,0,262144,262088,True
model.safetensors,wte.weight,17024,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,17152,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,17280,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,wte.weight,17408,128,512,65536,0,65510,0,262144,262104,True
model.safetensors,wte.weight,17536,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,17664,128,512,65536,0,65500,0,262144,262064,True
model.safetensors,wte.weight,17792,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,17920,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,18048,128,512,65536,0,65499,0,262144,262060,True
model.safetensors,wte.weight,18176,128,512,65536,0,65501,0,262144,262068,True
model.safetensors,wte.weight,18304,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,18432,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,18560,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,18688,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,18816,128,512,65536,0,65501,0,262144,262068,True
model.safetensors,wte.weight,18944,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,19072,128,512,65536,0,65514,0,262144,262120,True
model.safetensors,wte.weight,19200,128,512,65536,0,65510,0,262144,262104,True
model.safetensors,wte.weight,19328,128,512,65536,0,65500,0,262144,262064,True
model.safetensors,wte.weight,19456,128,512,65536,0,65502,0,262144,262072,True
model.safetensors,wte.weight,19584,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,wte.weight,19712,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,wte.weight,19840,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,19968,128,512,65536,0,65500,0,262144,262064,True
model.safetensors,wte.weight,20096,128,512,65536,0,65517,0,262144,262132,True
model.safetensors,wte.weight,20224,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,wte.weight,20352,128,512,65536,0,65515,0,262144,262124,True
model.safetensors,wte.weight,20480,128,512,65536,0,65514,0,262144,262120,True
model.safetensors,wte.weight,20608,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,20736,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,20864,128,512,65536,0,65498,0,262144,262056,True
model.safetensors,wte.weight,20992,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,21120,128,512,65536,0,65513,0,262144,262116,True
model.safetensors,wte.weight,21248,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,21376,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,21504,128,512,65536,0,65502,0,262144,262072,True
model.safetensors,wte.weight,21632,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,21760,128,512,65536,0,65514,0,262144,262120,True
model.safetensors,wte.weight,21888,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,22016,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,22144,128,512,65536,0,65500,0,262144,262064,True
model.safetensors,wte.weight,22272,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,22400,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,22528,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,wte.weight,22656,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,22784,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,22912,128,512,65536,0,65518,0,262144,262136,True
model.safetensors,wte.weight,23040,128,512,65536,0,65494,0,262144,262040,True
model.safetensors,wte.weight,23168,128,512,65536,0,65514,0,262144,262120,True
model.safetensors,wte.weight,23296,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,23424,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,23552,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,23680,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,23808,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,23936,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,24064,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,24192,128,512,65536,0,65499,0,262144,262060,True
model.safetensors,wte.weight,24320,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,24448,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,24576,128,512,65536,0,65501,0,262144,262068,True
model.safetensors,wte.weight,24704,128,512,65536,0,65501,0,262144,262068,True
model.safetensors,wte.weight,24832,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,24960,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,25088,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,25216,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,25344,128,512,65536,0,65514,0,262144,262120,True
model.safetensors,wte.weight,25472,128,512,65536,0,65506,0,262144,262088,True
model.safetensors,wte.weight,25600,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,25728,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,wte.weight,25856,128,512,65536,0,65513,0,262144,262116,True
model.safetensors,wte.weight,25984,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,26112,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,26240,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,26368,128,512,65536,0,65514,0,262144,262120,True
model.safetensors,wte.weight,26496,128,512,65536,0,65498,0,262144,262056,True
model.safetensors,wte.weight,26624,128,512,65536,0,65501,0,262144,262068,True
model.safetensors,wte.weight,26752,128,512,65536,0,65514,0,262144,262120,True
model.safetensors,wte.weight,26880,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,27008,128,512,65536,0,65497,0,262144,262052,True
model.safetensors,wte.weight,27136,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,27264,128,512,65536,0,65499,0,262144,262060,True
model.safetensors,wte.weight,27392,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,27520,128,512,65536,0,65506,0,262144,262088,True
model.safetensors,wte.weight,27648,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,wte.weight,27776,128,512,65536,0,65499,0,262144,262060,True
model.safetensors,wte.weight,27904,128,512,65536,0,65502,0,262144,262072,True
model.safetensors,wte.weight,28032,128,512,65536,0,65499,0,262144,262060,True
model.safetensors,wte.weight,28160,128,512,65536,0,65515,0,262144,262124,True
model.safetensors,wte.weight,28288,128,512,65536,0,65510,0,262144,262104,True
model.safetensors,wte.weight,28416,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,28544,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,28672,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,28800,128,512,65536,0,65503,0,262144,262076,True
model.safetensors,wte.weight,28928,128,512,65536,0,65505,0,262144,262084,True
model.safetensors,wte.weight,29056,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,29184,128,512,65536,0,65515,0,262144,262124,True
model.safetensors,wte.weight,29312,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,29440,128,512,65536,0,65502,0,262144,262072,True
model.safetensors,wte.weight,29568,128,512,65536,0,65506,0,262144,262088,True
model.safetensors,wte.weight,29696,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,29824,128,512,65536,0,65510,0,262144,262104,True
model.safetensors,wte.weight,29952,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,30080,128,512,65536,0,65500,0,262144,262064,True
model.safetensors,wte.weight,30208,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,30336,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,30464,128,512,65536,0,65493,0,262144,262036,True
model.safetensors,wte.weight,30592,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,30720,128,512,65536,0,65517,0,262144,262132,True
model.safetensors,wte.weight,30848,128,512,65536,0,65513,0,262144,262116,True
model.safetensors,wte.weight,30976,128,512,65536,0,65506,0,262144,262088,True
model.safetensors,wte.weight,31104,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,31232,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,31360,128,512,65536,0,65502,0,262144,262072,True
model.safetensors,wte.weight,31488,128,512,65536,0,65512,0,262144,262112,True
model.safetensors,wte.weight,31616,128,512,65536,0,65504,0,262144,262080,True
model.safetensors,wte.weight,31744,128,512,65536,0,65496,0,262144,262048,True
model.safetensors,wte.weight,31872,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,32000,128,512,65536,0,65508,0,262144,262096,True
model.safetensors,wte.weight,32128,128,512,65536,0,65507,0,262144,262092,True
model.safetensors,wte.weight,32256,128,512,65536,0,65517,0,262144,262132,True
model.safetensors,wte.weight,32384,128,512,65536,0,65509,0,262144,262100,True
model.safetensors,wte.weight,32512,128,512,65536,0,65511,0,262144,262108,True
model.safetensors,wte.weight,32640,128,512,65536,0,65497,0,262144,262052,True
